image_path,body_part,class_name,file_name,extension,disease_label,body_part_label,split,augmented
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\Non-diseased udder 23_aug2.jpg,Udder,Normal Udder,Non-diseased udder 23.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Purple-Teats-with-wedging-overmilking-400x284_aug0.jpg,Udder,Diseased Udder,Purple-Teats-with-wedging-overmilking-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Purple-Teats-with-wedging-overmilking-400x284_aug1.jpg,Udder,Diseased Udder,Purple-Teats-with-wedging-overmilking-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Purple-Teats-with-wedging-overmilking-400x284_aug2.jpg,Udder,Diseased Udder,Purple-Teats-with-wedging-overmilking-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_072_jpg.rf.dc3d9a7f12c23d8971160ed3d6a46474_aug0.jpg,Udder,Diseased Udder,cattle_mastitis_072_jpg.rf.dc3d9a7f12c23d8971160ed3d6a46474.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_072_jpg.rf.dc3d9a7f12c23d8971160ed3d6a46474_aug1.jpg,Udder,Diseased Udder,cattle_mastitis_072_jpg.rf.dc3d9a7f12c23d8971160ed3d6a46474.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_072_jpg.rf.dc3d9a7f12c23d8971160ed3d6a46474_aug2.jpg,Udder,Diseased Udder,cattle_mastitis_072_jpg.rf.dc3d9a7f12c23d8971160ed3d6a46474.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_360140155_Preview_jpeg.rf.7cac73becc85831b51ccb4b718c2f699_aug0.jpg,Udder,Normal Udder,AdobeStock_360140155_Preview_jpeg.rf.7cac73becc85831b51ccb4b718c2f699.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_360140155_Preview_jpeg.rf.7cac73becc85831b51ccb4b718c2f699_aug1.jpg,Udder,Normal Udder,AdobeStock_360140155_Preview_jpeg.rf.7cac73becc85831b51ccb4b718c2f699.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_360140155_Preview_jpeg.rf.7cac73becc85831b51ccb4b718c2f699_aug2.jpg,Udder,Normal Udder,AdobeStock_360140155_Preview_jpeg.rf.7cac73becc85831b51ccb4b718c2f699.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_52578000_Preview_jpeg.rf.ab0fa1df9146789847ca2f64945e2434_aug0.jpg,Udder,Normal Udder,AdobeStock_52578000_Preview_jpeg.rf.ab0fa1df9146789847ca2f64945e2434.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_52578000_Preview_jpeg.rf.ab0fa1df9146789847ca2f64945e2434_aug1.jpg,Udder,Normal Udder,AdobeStock_52578000_Preview_jpeg.rf.ab0fa1df9146789847ca2f64945e2434.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_52578000_Preview_jpeg.rf.ab0fa1df9146789847ca2f64945e2434_aug2.jpg,Udder,Normal Udder,AdobeStock_52578000_Preview_jpeg.rf.ab0fa1df9146789847ca2f64945e2434.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\download (5)_aug0.jpg,Udder,Normal Udder,download (5).jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\download (5)_aug1.jpg,Udder,Normal Udder,download (5).jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\download (5)_aug2.jpg,Udder,Normal Udder,download (5).jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\Non-diseased udder 13_aug0.jpg,Udder,Normal Udder,Non-diseased udder 13.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\Non-diseased udder 13_aug1.jpg,Udder,Normal Udder,Non-diseased udder 13.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\Non-diseased udder 13_aug2.jpg,Udder,Normal Udder,Non-diseased udder 13.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_043_jpg.rf.319f616dd7a986e80aa2cb810b586f58_aug0.jpg,Udder,Diseased Udder,cattle_mastitis_043_jpg.rf.319f616dd7a986e80aa2cb810b586f58.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_043_jpg.rf.319f616dd7a986e80aa2cb810b586f58_aug1.jpg,Udder,Diseased Udder,cattle_mastitis_043_jpg.rf.319f616dd7a986e80aa2cb810b586f58.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_043_jpg.rf.319f616dd7a986e80aa2cb810b586f58_aug2.jpg,Udder,Diseased Udder,cattle_mastitis_043_jpg.rf.319f616dd7a986e80aa2cb810b586f58.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_493193259_Preview_jpeg.rf.3e0c113cea1132d534b74ba0a83d6000_aug0.jpg,Udder,Normal Udder,AdobeStock_493193259_Preview_jpeg.rf.3e0c113cea1132d534b74ba0a83d6000.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_493193259_Preview_jpeg.rf.3e0c113cea1132d534b74ba0a83d6000_aug1.jpg,Udder,Normal Udder,AdobeStock_493193259_Preview_jpeg.rf.3e0c113cea1132d534b74ba0a83d6000.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_493193259_Preview_jpeg.rf.3e0c113cea1132d534b74ba0a83d6000_aug2.jpg,Udder,Normal Udder,AdobeStock_493193259_Preview_jpeg.rf.3e0c113cea1132d534b74ba0a83d6000.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_048_jpg.rf.87741115b5bdb7c08d708a1ed220be6e_aug0.jpg,Udder,Diseased Udder,cattle_mastitis_048_jpg.rf.87741115b5bdb7c08d708a1ed220be6e.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_048_jpg.rf.87741115b5bdb7c08d708a1ed220be6e_aug1.jpg,Udder,Diseased Udder,cattle_mastitis_048_jpg.rf.87741115b5bdb7c08d708a1ed220be6e.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_048_jpg.rf.87741115b5bdb7c08d708a1ed220be6e_aug2.jpg,Udder,Diseased Udder,cattle_mastitis_048_jpg.rf.87741115b5bdb7c08d708a1ed220be6e.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\240_F_218672600_WFOmZl8Mjr6tiexPsoDgLE0IInumJSMf_aug0.jpg,Udder,Normal Udder,240_F_218672600_WFOmZl8Mjr6tiexPsoDgLE0IInumJSMf.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\240_F_218672600_WFOmZl8Mjr6tiexPsoDgLE0IInumJSMf_aug1.jpg,Udder,Normal Udder,240_F_218672600_WFOmZl8Mjr6tiexPsoDgLE0IInumJSMf.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\240_F_218672600_WFOmZl8Mjr6tiexPsoDgLE0IInumJSMf_aug2.jpg,Udder,Normal Udder,240_F_218672600_WFOmZl8Mjr6tiexPsoDgLE0IInumJSMf.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\pox4-e1515354347181-400x284_aug0.jpg,Udder,Diseased Udder,pox4-e1515354347181-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\pox4-e1515354347181-400x284_aug1.jpg,Udder,Diseased Udder,pox4-e1515354347181-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\pox4-e1515354347181-400x284_aug2.jpg,Udder,Diseased Udder,pox4-e1515354347181-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_107_jpg.rf.6f0ffa4c700b3b6462d00dc4fca4a1e2_aug0.jpg,Udder,Diseased Udder,cattle_mastitis_107_jpg.rf.6f0ffa4c700b3b6462d00dc4fca4a1e2.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_107_jpg.rf.6f0ffa4c700b3b6462d00dc4fca4a1e2_aug1.jpg,Udder,Diseased Udder,cattle_mastitis_107_jpg.rf.6f0ffa4c700b3b6462d00dc4fca4a1e2.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_107_jpg.rf.6f0ffa4c700b3b6462d00dc4fca4a1e2_aug2.jpg,Udder,Diseased Udder,cattle_mastitis_107_jpg.rf.6f0ffa4c700b3b6462d00dc4fca4a1e2.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\images (11)_aug0.jpg,Udder,Normal Udder,images (11).jpeg,.jpeg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\images (11)_aug1.jpg,Udder,Normal Udder,images (11).jpeg,.jpeg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\images (11)_aug2.jpg,Udder,Normal Udder,images (11).jpeg,.jpeg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\images (4)_aug0.jpg,Udder,Normal Udder,images (4).jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\images (4)_aug1.jpg,Udder,Normal Udder,images (4).jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\images (4)_aug2.jpg,Udder,Normal Udder,images (4).jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\images (27)_aug0.jpg,Udder,Normal Udder,images (27).jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\images (27)_aug1.jpg,Udder,Normal Udder,images (27).jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\images (27)_aug2.jpg,Udder,Normal Udder,images (27).jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_159261631_Preview_jpeg.rf.b65bb9815e7c5659b0f5686c875aea8e_aug0.jpg,Udder,Normal Udder,AdobeStock_159261631_Preview_jpeg.rf.b65bb9815e7c5659b0f5686c875aea8e.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_159261631_Preview_jpeg.rf.b65bb9815e7c5659b0f5686c875aea8e_aug1.jpg,Udder,Normal Udder,AdobeStock_159261631_Preview_jpeg.rf.b65bb9815e7c5659b0f5686c875aea8e.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_159261631_Preview_jpeg.rf.b65bb9815e7c5659b0f5686c875aea8e_aug2.jpg,Udder,Normal Udder,AdobeStock_159261631_Preview_jpeg.rf.b65bb9815e7c5659b0f5686c875aea8e.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_16321284_Preview_jpeg.rf.b331ee9ac2ff64a3842924b489ed3296_aug0.jpg,Udder,Normal Udder,AdobeStock_16321284_Preview_jpeg.rf.b331ee9ac2ff64a3842924b489ed3296.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_16321284_Preview_jpeg.rf.b331ee9ac2ff64a3842924b489ed3296_aug1.jpg,Udder,Normal Udder,AdobeStock_16321284_Preview_jpeg.rf.b331ee9ac2ff64a3842924b489ed3296.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_16321284_Preview_jpeg.rf.b331ee9ac2ff64a3842924b489ed3296_aug2.jpg,Udder,Normal Udder,AdobeStock_16321284_Preview_jpeg.rf.b331ee9ac2ff64a3842924b489ed3296.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Picture21-400x284_aug0.jpg,Udder,Diseased Udder,Picture21-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Picture21-400x284_aug1.jpg,Udder,Diseased Udder,Picture21-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Picture21-400x284_aug2.jpg,Udder,Diseased Udder,Picture21-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\ring6-400x284_aug0.jpg,Udder,Diseased Udder,ring6-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\ring6-400x284_aug1.jpg,Udder,Diseased Udder,ring6-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\ring6-400x284_aug2.jpg,Udder,Diseased Udder,ring6-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\images (32)_aug0.jpg,Udder,Normal Udder,images (32).jpeg,.jpeg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\images (32)_aug1.jpg,Udder,Normal Udder,images (32).jpeg,.jpeg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\images (32)_aug2.jpg,Udder,Normal Udder,images (32).jpeg,.jpeg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\240_F_398098538_fBIaajwhh4oh1uW2R3BD6c8UXDOteoi9_aug0.jpg,Udder,Normal Udder,240_F_398098538_fBIaajwhh4oh1uW2R3BD6c8UXDOteoi9.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\240_F_398098538_fBIaajwhh4oh1uW2R3BD6c8UXDOteoi9_aug1.jpg,Udder,Normal Udder,240_F_398098538_fBIaajwhh4oh1uW2R3BD6c8UXDOteoi9.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\240_F_398098538_fBIaajwhh4oh1uW2R3BD6c8UXDOteoi9_aug2.jpg,Udder,Normal Udder,240_F_398098538_fBIaajwhh4oh1uW2R3BD6c8UXDOteoi9.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\Non-diseased udder 57_aug0.jpg,Udder,Normal Udder,Non-diseased udder 57.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\Non-diseased udder 57_aug1.jpg,Udder,Normal Udder,Non-diseased udder 57.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\Non-diseased udder 57_aug2.jpg,Udder,Normal Udder,Non-diseased udder 57.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_624861897_Preview_jpeg.rf.5a717a04d8a812a69b919e2ae038e85b_aug0.jpg,Udder,Normal Udder,AdobeStock_624861897_Preview_jpeg.rf.5a717a04d8a812a69b919e2ae038e85b.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_624861897_Preview_jpeg.rf.5a717a04d8a812a69b919e2ae038e85b_aug1.jpg,Udder,Normal Udder,AdobeStock_624861897_Preview_jpeg.rf.5a717a04d8a812a69b919e2ae038e85b.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\AdobeStock_624861897_Preview_jpeg.rf.5a717a04d8a812a69b919e2ae038e85b_aug2.jpg,Udder,Normal Udder,AdobeStock_624861897_Preview_jpeg.rf.5a717a04d8a812a69b919e2ae038e85b.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\3dff9e98-6a53-4f9b-8c24-76f791cfc9e0_Jpg_jpg.rf.78ee2e00c8844d4f62e2968951b31bf1_aug0.jpg,Udder,Normal Udder,3dff9e98-6a53-4f9b-8c24-76f791cfc9e0_Jpg_jpg.rf.78ee2e00c8844d4f62e2968951b31bf1.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\3dff9e98-6a53-4f9b-8c24-76f791cfc9e0_Jpg_jpg.rf.78ee2e00c8844d4f62e2968951b31bf1_aug1.jpg,Udder,Normal Udder,3dff9e98-6a53-4f9b-8c24-76f791cfc9e0_Jpg_jpg.rf.78ee2e00c8844d4f62e2968951b31bf1.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\3dff9e98-6a53-4f9b-8c24-76f791cfc9e0_Jpg_jpg.rf.78ee2e00c8844d4f62e2968951b31bf1_aug2.jpg,Udder,Normal Udder,3dff9e98-6a53-4f9b-8c24-76f791cfc9e0_Jpg_jpg.rf.78ee2e00c8844d4f62e2968951b31bf1.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\240_F_404488501_N3vYXAsB8fJwjjERPyrbvL8KGx0aPpod_aug0.jpg,Udder,Normal Udder,240_F_404488501_N3vYXAsB8fJwjjERPyrbvL8KGx0aPpod.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\240_F_404488501_N3vYXAsB8fJwjjERPyrbvL8KGx0aPpod_aug1.jpg,Udder,Normal Udder,240_F_404488501_N3vYXAsB8fJwjjERPyrbvL8KGx0aPpod.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\240_F_404488501_N3vYXAsB8fJwjjERPyrbvL8KGx0aPpod_aug2.jpg,Udder,Normal Udder,240_F_404488501_N3vYXAsB8fJwjjERPyrbvL8KGx0aPpod.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Teats_4-6_daysWM_aug0.jpg,Udder,Diseased Udder,Teats_4-6_daysWM.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Teats_4-6_daysWM_aug1.jpg,Udder,Diseased Udder,Teats_4-6_daysWM.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Teats_4-6_daysWM_aug2.jpg,Udder,Diseased Udder,Teats_4-6_daysWM.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Picture23-1-400x284_aug0.jpg,Udder,Diseased Udder,Picture23-1-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Picture23-1-400x284_aug1.jpg,Udder,Diseased Udder,Picture23-1-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Picture23-1-400x284_aug2.jpg,Udder,Diseased Udder,Picture23-1-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_028_jpg.rf.ede8dc69560234a169a3fb933c4a4cc1_aug0.jpg,Udder,Diseased Udder,cattle_mastitis_028_jpg.rf.ede8dc69560234a169a3fb933c4a4cc1.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_028_jpg.rf.ede8dc69560234a169a3fb933c4a4cc1_aug1.jpg,Udder,Diseased Udder,cattle_mastitis_028_jpg.rf.ede8dc69560234a169a3fb933c4a4cc1.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_028_jpg.rf.ede8dc69560234a169a3fb933c4a4cc1_aug2.jpg,Udder,Diseased Udder,cattle_mastitis_028_jpg.rf.ede8dc69560234a169a3fb933c4a4cc1.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\dry-skin-crack5-400x284_aug0.jpg,Udder,Diseased Udder,dry-skin-crack5-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\dry-skin-crack5-400x284_aug1.jpg,Udder,Diseased Udder,dry-skin-crack5-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\dry-skin-crack5-400x284_aug2.jpg,Udder,Diseased Udder,dry-skin-crack5-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Large-Ring-1-2-e1515371563841-400x284_aug0.jpg,Udder,Diseased Udder,Large-Ring-1-2-e1515371563841-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Large-Ring-1-2-e1515371563841-400x284_aug1.jpg,Udder,Diseased Udder,Large-Ring-1-2-e1515371563841-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\Large-Ring-1-2-e1515371563841-400x284_aug2.jpg,Udder,Diseased Udder,Large-Ring-1-2-e1515371563841-400x284.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\240_F_122288568_oLqolL60QZsP3U2Pe2vWlD5I8lNNuscZ_aug0.jpg,Udder,Normal Udder,240_F_122288568_oLqolL60QZsP3U2Pe2vWlD5I8lNNuscZ.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\240_F_122288568_oLqolL60QZsP3U2Pe2vWlD5I8lNNuscZ_aug1.jpg,Udder,Normal Udder,240_F_122288568_oLqolL60QZsP3U2Pe2vWlD5I8lNNuscZ.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Normal Udder\240_F_122288568_oLqolL60QZsP3U2Pe2vWlD5I8lNNuscZ_aug2.jpg,Udder,Normal Udder,240_F_122288568_oLqolL60QZsP3U2Pe2vWlD5I8lNNuscZ.jpg,.jpg,0,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_063_jpg.rf.136736a5ba8cea04f3575e44bd7ed0d6_aug0.jpg,Udder,Diseased Udder,cattle_mastitis_063_jpg.rf.136736a5ba8cea04f3575e44bd7ed0d6.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_063_jpg.rf.136736a5ba8cea04f3575e44bd7ed0d6_aug1.jpg,Udder,Diseased Udder,cattle_mastitis_063_jpg.rf.136736a5ba8cea04f3575e44bd7ed0d6.jpg,.jpg,1,3,train,1
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\outputs\augmented_images\Udder\Diseased Udder\cattle_mastitis_063_jpg.rf.136736a5ba8cea04f3575e44bd7ed0d6_aug2.jpg,Udder,Diseased Udder,cattle_mastitis_063_jpg.rf.136736a5ba8cea04f3575e44bd7ed0d6.jpg,.jpg,1,3,train,1
